ListingID,City,RoomType,Bedrooms,Bathrooms,GuestsCapacity,HasWifi,HasAC,DistanceFromCityCenter,PricePerNight
462,Bengaluru,Entire home/apt,3,1,1,0,1,12.2,15551
463,Delhi,Shared room,1,3,2,1,0,16.07,3910
464,Mumbai,Private room,2,2,10,0,0,16.84,3900
465,Goa,Entire home/apt,3,1,7,0,0,1.32,18679
466,Bengaluru,Entire home/apt,3,3,4,1,1,15.51,18429
467,Bengaluru,Entire home/apt,5,4,6,1,0,4.09,1811
468,Delhi,Private room,1,3,2,1,0,18.85,17034
469,Delhi,Shared room,1,2,5,0,1,10.98,14683
470,Mumbai,Entire home/apt,2,1,6,0,0,1.59,7831
471,Goa,Shared room,1,2,7,0,1,7.38,17189
472,Delhi,Shared room,1,3,10,0,0,5.61,11229
473,Bengaluru,Shared room,1,4,1,1,0,10.37,19667
474,Goa,Private room,2,2,5,0,0,15.34,8041
475,Mumbai,Private room,1,4,5,0,1,4.18,18380
476,Bengaluru,Shared room,4,1,10,0,1,14.2,10691
477,Goa,Private room,5,4,4,1,0,4.5,17195
478,Delhi,Private room,2,1,4,0,1,0.78,2229
479,Mumbai,Private room,3,2,7,1,1,14.88,3045
480,Goa,Shared room,3,2,7,1,1,5.54,18245
481,Bengaluru,Entire home/apt,1,4,6,1,0,2.99,12711
482,Delhi,Entire home/apt,2,2,6,0,1,13.58,14064
483,Goa,Shared room,4,3,7,1,1,15.54,19684
484,Delhi,Shared room,1,4,8,0,0,3.3,18930
485,Bengaluru,Private room,4,2,6,1,1,3.22,2719
486,Goa,Shared room,5,3,9,0,1,5.23,8506
487,Delhi,Shared room,3,1,5,1,0,5.59,14848
488,Mumbai,Shared room,5,4,10,1,0,9.72,1498
489,Goa,Private room,3,1,2,1,1,12.78,10948
490,Delhi,Private room,5,4,1,0,1,14.36,14647
491,Delhi,Shared room,3,4,5,0,1,19.47,17666
492,Bengaluru,Entire home/apt,2,3,10,0,1,18.72,8499
493,Delhi,Entire home/apt,4,3,8,1,1,7.32,16411
494,Mumbai,Entire home/apt,4,1,4,0,0,12.61,18669
495,Bengaluru,Private room,4,3,6,0,0,12.37,10038
496,Bengaluru,Shared room,4,4,4,0,0,18.3,4607
497,Goa,Shared room,3,4,6,0,1,9.02,2245
498,Mumbai,Entire home/apt,2,2,8,0,1,7.35,12572
499,Mumbai,Private room,5,4,3,1,0,7.27,5438
500,Goa,Shared room,5,1,9,1,1,9.95,13265
501,Bengaluru,Shared room,3,3,6,0,0,16.48,8571
502,Goa,Entire home/apt,2,1,10,1,1,18.34,5720
503,Goa,Shared room,5,1,4,1,1,16.36,6087
504,Mumbai,Shared room,4,1,2,0,0,17.65,7673
505,Mumbai,Entire home/apt,1,1,8,0,1,4.84,3856
506,Goa,Shared room,4,1,2,0,1,0.75,2701
507,Goa,Shared room,3,2,7,1,0,8.11,16741
508,Goa,Private room,5,4,8,0,1,7.03,19614
509,Mumbai,Private room,5,2,7,1,0,1.31,14066
510,Bengaluru,Entire home/apt,2,3,9,0,1,1.99,15037
511,Goa,Shared room,3,3,9,0,0,12.24,6851
512,Bengaluru,Entire home/apt,2,4,1,1,1,5.93,16267
513,Bengaluru,Private room,5,3,2,1,1,10.84,5439
514,Delhi,Entire home/apt,1,3,3,1,0,13.2,2821
515,Goa,Entire home/apt,1,2,6,0,0,13.13,7513
516,Delhi,Shared room,2,1,5,0,1,18.86,12872
517,Mumbai,Private room,4,1,9,0,0,5.79,14240
518,Goa,Private room,3,2,9,1,0,17.08,4202
519,Delhi,Shared room,5,1,2,1,0,16.48,6789
520,Goa,Entire home/apt,1,1,5,1,1,15.75,12437
521,Goa,Shared room,3,4,5,0,0,18.65,18163
522,Goa,Entire home/apt,2,4,6,1,0,12.47,3416
523,Delhi,Private room,3,4,7,1,0,5.38,11237
524,Bengaluru,Shared room,1,3,10,1,1,2.05,5416
525,Bengaluru,Entire home/apt,3,4,8,1,1,8.64,17729
526,Delhi,Private room,2,4,1,1,0,9.82,8558
527,Goa,Shared room,2,2,1,0,1,9.37,1326
528,Delhi,Shared room,2,4,5,0,0,11.69,8165
529,Bengaluru,Private room,4,4,10,1,0,17.33,3073
530,Mumbai,Private room,4,2,6,0,0,15.05,10622
531,Delhi,Entire home/apt,4,1,4,0,1,7.91,17217
532,Bengaluru,Private room,3,1,7,1,1,11.69,3877
533,Delhi,Shared room,2,4,4,1,0,0.92,17277
534,Goa,Shared room,4,4,1,1,0,9.78,3008
535,Goa,Shared room,5,3,10,1,1,15.0,4043
536,Mumbai,Private room,1,2,5,1,1,9.2,3569
537,Delhi,Private room,4,3,4,0,0,19.05,19652
538,Goa,Shared room,5,2,6,1,0,17.24,6287
539,Delhi,Shared room,1,2,9,1,0,1.53,5549
540,Bengaluru,Entire home/apt,1,3,6,0,0,3.24,10779
541,Goa,Entire home/apt,3,3,7,1,1,3.01,13122
542,Delhi,Entire home/apt,2,3,2,0,1,17.54,13747
543,Goa,Private room,5,4,10,0,0,11.34,2848
544,Bengaluru,Shared room,2,2,2,1,0,2.99,8759
545,Bengaluru,Shared room,1,4,4,0,1,18.22,19936
546,Goa,Shared room,4,2,2,0,0,2.85,829
547,Mumbai,Private room,1,1,9,0,1,18.18,17167
548,Goa,Entire home/apt,5,1,9,1,0,19.66,4303
549,Goa,Entire home/apt,2,2,1,0,1,12.55,6816
550,Mumbai,Private room,2,2,2,0,1,8.43,2345
551,Mumbai,Entire home/apt,5,1,3,0,1,14.98,17651
552,Delhi,Private room,2,3,6,1,1,7.52,18838
553,Goa,Private room,2,2,6,1,0,6.22,2208
554,Goa,Shared room,1,2,3,0,1,6.51,13375
555,Delhi,Entire home/apt,1,4,5,0,1,1.96,19714
556,Bengaluru,Shared room,1,2,2,1,1,6.12,13497
557,Delhi,Entire home/apt,1,4,5,0,1,10.42,14859
558,Bengaluru,Private room,1,4,6,1,1,8.81,9621
559,Mumbai,Private room,4,1,4,1,1,1.96,13730
560,Goa,Entire home/apt,2,3,2,0,1,15.12,3594
561,Bengaluru,Shared room,2,2,5,0,1,12.25,19915
562,Mumbai,Entire home/apt,2,1,2,1,1,2.69,11006
563,Goa,Shared room,2,1,4,0,1,0.51,2617
564,Goa,Private room,2,4,5,1,0,13.1,19390
565,Goa,Entire home/apt,3,2,10,1,1,18.14,18229
566,Goa,Private room,3,1,6,0,0,7.45,9361
567,Mumbai,Shared room,1,4,8,0,0,9.51,7977
568,Bengaluru,Private room,2,1,8,0,1,8.49,11470
569,Goa,Private room,2,2,1,1,0,3.03,16417
570,Bengaluru,Private room,5,3,3,1,1,9.68,18467
571,Goa,Shared room,5,1,6,1,1,18.24,18999
572,Bengaluru,Shared room,5,3,6,0,0,5.77,6079
573,Mumbai,Private room,3,2,6,0,0,6.24,11824
574,Mumbai,Private room,5,3,9,1,0,8.57,9879
575,Delhi,Shared room,1,4,2,0,0,12.26,1012
576,Delhi,Shared room,2,2,10,0,0,11.77,16272
577,Goa,Private room,2,3,9,1,1,9.16,11083
578,Bengaluru,Shared room,4,4,9,1,0,10.32,922
579,Mumbai,Private room,3,2,5,0,0,9.2,7514
580,Goa,Private room,4,2,7,1,0,18.62,778
581,Bengaluru,Shared room,3,4,1,0,1,15.82,3695
582,Bengaluru,Private room,5,4,6,0,1,12.06,16167
583,Goa,Entire home/apt,4,3,8,0,0,4.19,11369
584,Goa,Entire home/apt,4,3,8,0,0,6.63,3376
585,Goa,Shared room,2,3,5,1,0,13.44,17573
586,Mumbai,Shared room,1,3,2,0,0,7.53,8846
587,Delhi,Shared room,2,4,1,0,1,10.08,9669
588,Goa,Shared room,1,1,10,0,0,3.57,16733
589,Goa,Private room,4,2,2,1,1,9.22,18427
590,Delhi,Private room,2,4,10,0,0,6.84,4107
591,Mumbai,Entire home/apt,4,4,7,0,0,6.12,5661
592,Goa,Shared room,2,3,6,0,0,8.04,4411
593,Bengaluru,Shared room,1,3,7,1,0,14.17,8105
594,Goa,Shared room,4,2,6,1,1,11.56,4524
595,Bengaluru,Entire home/apt,1,1,10,0,0,1.3,16050
596,Delhi,Entire home/apt,3,2,8,1,1,17.45,19340
597,Mumbai,Private room,1,4,4,1,1,3.56,18247
598,Mumbai,Private room,5,2,10,1,0,16.59,17207
599,Mumbai,Entire home/apt,3,1,7,0,0,9.67,13562
600,Mumbai,Private room,4,3,4,0,1,16.7,5390
601,Delhi,Private room,4,4,6,0,0,13.22,9089
602,Bengaluru,Entire home/apt,3,4,6,0,1,19.34,17053
603,Mumbai,Shared room,5,2,8,1,0,18.05,16519
604,Bengaluru,Shared room,2,4,8,0,0,11.72,1968
605,Bengaluru,Private room,3,3,1,0,0,7.13,4128
606,Mumbai,Private room,5,3,6,1,1,6.56,10801
607,Goa,Entire home/apt,1,2,5,0,1,9.66,16234
608,Goa,Private room,5,1,6,0,0,6.63,18566
609,Bengaluru,Entire home/apt,4,4,5,1,0,6.16,2159
610,Delhi,Entire home/apt,3,1,4,0,1,8.82,16634
611,Mumbai,Private room,1,3,10,0,1,8.75,866
612,Goa,Entire home/apt,2,2,10,0,1,11.77,12056
613,Mumbai,Entire home/apt,4,4,8,0,1,1.66,2730
614,Mumbai,Private room,5,2,1,1,0,18.37,5927
615,Goa,Private room,1,2,6,0,0,18.43,4747
616,Bengaluru,Private room,1,3,2,1,1,8.4,18116
617,Delhi,Entire home/apt,1,1,2,0,0,18.83,10747
618,Delhi,Entire home/apt,2,2,7,0,1,4.67,615
619,Mumbai,Shared room,4,2,10,0,1,8.78,12593
620,Delhi,Shared room,4,1,10,1,1,6.73,14440
621,Goa,Shared room,5,2,10,1,0,6.62,7665
622,Bengaluru,Private room,3,2,5,1,0,19.27,5335
623,Goa,Entire home/apt,5,3,3,0,1,5.54,14097
624,Bengaluru,Entire home/apt,4,1,5,1,0,2.14,17944
625,Mumbai,Shared room,2,2,2,0,1,11.77,12111
626,Mumbai,Shared room,2,4,8,1,1,9.41,19941
627,Mumbai,Shared room,5,3,3,1,0,3.0,507
628,Bengaluru,Shared room,2,3,3,1,1,4.21,3247
629,Mumbai,Entire home/apt,5,3,1,1,1,11.07,17778
630,Mumbai,Entire home/apt,2,4,2,1,1,6.29,18316
631,Bengaluru,Shared room,5,3,3,0,0,7.31,3093
632,Delhi,Shared room,4,4,8,0,1,1.44,15952
633,Delhi,Entire home/apt,3,2,10,0,0,17.82,7035
634,Bengaluru,Private room,3,3,1,0,0,16.62,18218
635,Mumbai,Entire home/apt,3,4,8,1,1,8.47,13913
636,Goa,Entire home/apt,2,2,4,0,0,0.87,3418
637,Mumbai,Shared room,2,2,1,1,1,13.26,8615
638,Mumbai,Entire home/apt,2,4,1,0,1,8.28,12163
639,Bengaluru,Shared room,1,3,8,0,0,4.39,12870
640,Bengaluru,Shared room,2,4,10,0,1,17.52,8986
641,Mumbai,Shared room,1,3,10,1,0,14.65,11218
642,Bengaluru,Shared room,5,1,8,1,0,15.7,14053
643,Delhi,Entire home/apt,3,2,10,1,1,19.46,12073
644,Mumbai,Shared room,2,3,8,0,0,6.58,19592
645,Mumbai,Shared room,5,3,10,0,1,10.87,9530
646,Bengaluru,Private room,2,3,8,0,0,1.98,11037
647,Bengaluru,Shared room,5,4,3,0,0,4.56,7809
648,Goa,Private room,1,1,4,1,0,0.58,10082
649,Mumbai,Private room,3,2,6,1,0,8.03,5104
650,Mumbai,Private room,2,3,10,1,1,9.1,6441
651,Mumbai,Private room,5,1,2,0,0,3.45,3788
652,Goa,Private room,2,3,5,1,0,10.02,17697
653,Bengaluru,Entire home/apt,2,3,2,1,0,4.57,8486
654,Goa,Private room,4,2,3,0,1,15.14,16516
655,Bengaluru,Entire home/apt,5,2,5,0,1,1.3,8461
656,Delhi,Private room,3,2,1,1,1,0.64,10052
657,Bengaluru,Shared room,4,3,7,0,0,4.35,16923
658,Bengaluru,Private room,2,1,1,1,0,13.65,10482
659,Mumbai,Shared room,1,3,4,1,0,4.64,12764
660,Bengaluru,Entire home/apt,3,1,8,0,0,4.09,17706
661,Mumbai,Shared room,3,3,6,1,1,15.46,11777
662,Bengaluru,Private room,5,1,6,0,1,12.96,8323
663,Delhi,Private room,3,4,8,0,0,15.59,8909
664,Mumbai,Entire home/apt,1,2,8,1,0,0.68,2034
665,Mumbai,Private room,1,1,2,0,0,16.62,19047
666,Goa,Entire home/apt,4,4,4,0,0,15.01,15657
667,Mumbai,Entire home/apt,5,2,5,0,0,11.66,2206
668,Bengaluru,Shared room,4,2,3,0,1,0.73,4810
669,Goa,Entire home/apt,4,3,4,0,0,14.9,8061
670,Goa,Entire home/apt,4,2,7,1,0,16.66,16447
671,Goa,Entire home/apt,3,1,4,1,0,4.08,5865
672,Mumbai,Private room,4,4,10,0,0,9.71,15146
673,Delhi,Entire home/apt,1,2,3,0,0,17.1,6312
674,Bengaluru,Private room,2,4,5,0,1,13.1,10892
675,Mumbai,Entire home/apt,1,4,2,0,0,16.63,1724
676,Goa,Shared room,4,2,3,0,0,2.0,12553
677,Goa,Private room,1,3,6,0,0,14.09,17839
678,Bengaluru,Private room,3,1,2,1,0,1.22,1342
679,Delhi,Private room,1,2,2,1,1,4.79,10124
680,Goa,Private room,3,2,3,1,0,10.5,3639
681,Delhi,Shared room,2,2,8,0,0,4.42,8676
682,Mumbai,Private room,5,1,6,0,1,6.33,1173
683,Goa,Private room,4,3,7,0,0,9.21,8779
684,Mumbai,Shared room,5,2,1,0,0,8.56,13385
685,Mumbai,Private room,2,2,8,0,1,8.25,9778
686,Goa,Private room,1,3,1,0,1,14.71,17219
687,Delhi,Shared room,1,2,7,0,1,17.67,11661
688,Goa,Entire home/apt,4,4,7,1,0,8.18,4862
689,Bengaluru,Private room,4,1,4,1,0,10.02,2460
690,Goa,Entire home/apt,4,4,3,1,0,16.35,19456
691,Mumbai,Private room,4,3,9,1,0,18.86,626
692,Mumbai,Shared room,3,3,1,0,0,10.35,15203
693,Goa,Entire home/apt,4,2,9,0,0,16.42,17670
694,Delhi,Private room,2,3,3,0,1,9.22,5301
695,Delhi,Private room,2,1,4,1,0,13.61,15166
696,Delhi,Private room,2,3,6,1,1,18.71,9748
697,Bengaluru,Private room,4,1,5,0,1,15.29,6770
698,Goa,Private room,5,2,9,0,0,17.95,16741
699,Goa,Shared room,4,2,3,0,0,0.67,14327
700,Delhi,Shared room,3,2,5,1,0,12.17,17176
701,Goa,Entire home/apt,4,3,9,0,1,10.36,10968
702,Bengaluru,Private room,5,2,6,1,1,14.71,7153
703,Delhi,Shared room,1,3,8,0,1,17.7,18865
704,Bengaluru,Shared room,5,4,8,0,0,19.12,3877
705,Delhi,Private room,1,2,9,0,0,12.07,7076
706,Goa,Shared room,1,4,9,0,0,3.97,2778
707,Bengaluru,Private room,3,2,6,0,1,8.14,9888
708,Delhi,Private room,5,4,9,1,0,7.76,3411
709,Mumbai,Private room,1,2,3,0,1,8.67,5453
710,Mumbai,Shared room,4,2,9,1,1,8.25,17739
711,Mumbai,Shared room,3,2,6,0,0,18.99,19727
712,Delhi,Entire home/apt,4,1,1,0,1,7.79,16969
713,Mumbai,Private room,5,4,7,0,1,16.69,13488
714,Delhi,Shared room,2,3,4,0,0,17.05,12921
715,Goa,Private room,1,1,10,1,0,14.2,8296
716,Goa,Entire home/apt,3,2,8,1,0,15.0,10412
717,Goa,Shared room,2,1,5,0,0,8.03,909
718,Goa,Shared room,1,1,1,0,0,0.54,10677
719,Delhi,Shared room,2,4,4,0,1,6.33,1668
720,Mumbai,Entire home/apt,5,1,9,1,1,8.92,1468
721,Bengaluru,Entire home/apt,2,4,10,1,0,2.24,4355
722,Mumbai,Private room,5,2,1,1,1,3.84,19982
723,Goa,Shared room,3,2,8,0,1,14.17,19998
724,Goa,Shared room,5,3,3,0,1,11.39,10365
725,Goa,Shared room,4,2,9,1,1,1.64,9405
726,Mumbai,Private room,2,1,8,1,0,2.25,540
727,Goa,Private room,1,2,9,1,0,6.78,14071
728,Bengaluru,Entire home/apt,2,3,9,1,0,16.28,12624
729,Bengaluru,Private room,4,3,8,0,0,2.45,3204
730,Mumbai,Entire home/apt,2,2,2,0,1,8.15,19108
731,Mumbai,Private room,1,3,8,0,1,5.15,15579
732,Bengaluru,Entire home/apt,1,2,7,0,0,11.34,2209
733,Bengaluru,Entire home/apt,4,4,3,1,1,14.49,9107
734,Goa,Shared room,2,2,10,0,1,10.89,2323
735,Bengaluru,Shared room,4,4,5,1,1,14.83,15561
736,Goa,Entire home/apt,2,3,4,1,1,0.91,18345
737,Mumbai,Private room,4,3,3,1,0,5.77,10354
738,Bengaluru,Private room,5,2,5,1,1,6.13,4860
739,Goa,Shared room,3,4,2,0,0,5.35,7973
740,Bengaluru,Shared room,5,2,2,0,1,16.23,15062
741,Delhi,Shared room,2,4,10,0,1,2.27,18428
742,Mumbai,Shared room,2,3,2,1,0,0.66,4674
743,Mumbai,Shared room,3,3,6,1,1,5.81,16691
744,Delhi,Entire home/apt,4,2,1,1,1,5.92,7449
745,Delhi,Shared room,4,4,9,0,0,10.16,18396
746,Bengaluru,Shared room,1,2,5,0,1,8.15,14037
747,Goa,Private room,2,2,10,0,0,13.47,17024
748,Mumbai,Entire home/apt,5,2,8,0,0,7.11,4581
749,Delhi,Shared room,1,4,6,0,0,18.64,5007
750,Bengaluru,Shared room,1,1,4,0,1,8.35,7870
751,Bengaluru,Private room,1,4,7,1,0,15.91,18004
752,Delhi,Private room,3,3,3,0,0,16.93,18508
753,Bengaluru,Private room,4,3,7,1,1,12.11,1613
754,Bengaluru,Private room,5,1,4,1,0,7.47,18390
755,Mumbai,Entire home/apt,4,1,8,0,1,19.1,13288
756,Bengaluru,Shared room,4,2,6,1,1,1.72,7449
757,Goa,Shared room,4,2,5,0,1,5.32,4224
758,Mumbai,Shared room,2,4,3,1,1,5.75,5573
759,Bengaluru,Shared room,4,4,5,0,0,1.19,1232
760,Bengaluru,Shared room,3,1,2,0,1,15.66,1443
761,Delhi,Shared room,3,4,6,0,0,1.58,988
762,Mumbai,Shared room,1,2,8,0,1,16.36,7300
763,Goa,Shared room,1,4,10,1,1,4.89,3452
764,Bengaluru,Entire home/apt,5,1,9,1,0,15.42,4097
765,Delhi,Entire home/apt,5,2,5,0,1,17.05,19342
766,Delhi,Private room,2,4,3,0,1,12.56,1412
767,Mumbai,Private room,5,4,8,1,1,2.23,10466
768,Bengaluru,Private room,1,4,2,1,1,6.74,11416
769,Bengaluru,Private room,3,1,2,1,1,15.1,3461
770,Delhi,Entire home/apt,1,2,10,1,0,19.63,3001
771,Bengaluru,Private room,3,3,9,0,0,4.0,17248
772,Delhi,Private room,1,2,10,1,1,16.77,18798
773,Mumbai,Private room,5,4,10,0,0,3.75,9622
774,Delhi,Shared room,4,3,10,1,0,14.49,11632
775,Delhi,Shared room,4,4,7,0,0,5.16,19977
776,Goa,Shared room,2,4,7,0,0,11.37,2811
777,Mumbai,Private room,4,3,6,1,1,17.27,17073
778,Delhi,Private room,5,1,6,0,1,14.34,19389
779,Goa,Entire home/apt,4,2,9,0,0,4.77,14637
780,Mumbai,Shared room,3,2,10,0,0,16.35,9651
781,Goa,Private room,3,4,9,1,0,3.4,1615
782,Bengaluru,Shared room,2,4,2,0,1,3.58,8903
783,Mumbai,Shared room,2,4,3,0,0,11.5,16070
784,Goa,Entire home/apt,2,2,9,0,0,2.9,3044
785,Delhi,Private room,4,1,9,1,0,15.92,9818
786,Delhi,Private room,3,4,8,0,1,17.68,15647
787,Goa,Entire home/apt,1,2,9,0,1,11.58,13983
788,Goa,Shared room,3,4,3,1,0,1.92,1145
789,Bengaluru,Private room,5,1,5,0,1,2.49,10360
790,Goa,Entire home/apt,1,2,3,0,0,14.56,4762
791,Delhi,Private room,1,2,7,1,0,16.5,1447
792,Bengaluru,Shared room,2,4,5,1,0,3.39,1858
793,Goa,Shared room,2,4,5,0,0,3.67,7409
794,Mumbai,Private room,4,4,5,1,0,3.49,7783
795,Delhi,Entire home/apt,3,3,9,0,0,4.41,8162
796,Delhi,Shared room,2,2,4,0,0,16.89,7623
797,Bengaluru,Entire home/apt,3,4,9,0,1,9.82,12442
798,Bengaluru,Shared room,5,4,10,1,0,3.45,12084
799,Bengaluru,Entire home/apt,3,2,2,1,1,6.51,19838
800,Delhi,Entire home/apt,5,1,4,1,1,1.3,13010
801,Mumbai,Shared room,2,4,10,0,0,7.63,15942
802,Bengaluru,Private room,3,2,2,0,0,16.03,576
803,Mumbai,Shared room,1,2,2,0,1,3.57,813
804,Mumbai,Shared room,4,3,3,0,1,5.16,3830
805,Bengaluru,Private room,1,3,2,1,1,10.61,8940
806,Delhi,Shared room,1,1,5,1,1,8.92,11224
807,Delhi,Private room,4,2,9,1,0,4.09,7628
808,Goa,Private room,4,1,3,1,1,13.22,4457
809,Mumbai,Entire home/apt,1,2,9,0,1,16.67,19832
810,Bengaluru,Shared room,3,1,7,1,0,0.6,13046
811,Mumbai,Shared room,3,1,8,1,1,18.23,8250
812,Mumbai,Private room,3,4,4,0,1,2.12,12874
813,Mumbai,Entire home/apt,5,4,8,1,1,5.03,7381
814,Bengaluru,Shared room,5,4,6,1,0,10.74,10766
815,Bengaluru,Shared room,4,1,2,0,1,10.83,5931
816,Goa,Shared room,4,3,1,1,1,18.45,13789
817,Mumbai,Private room,4,1,5,1,0,14.58,9376
818,Bengaluru,Private room,1,3,7,1,0,2.88,4697
819,Goa,Shared room,2,4,2,0,0,13.68,14900
820,Goa,Private room,3,1,3,0,1,7.37,2884
821,Bengaluru,Entire home/apt,1,1,7,1,0,7.35,9078
822,Goa,Private room,2,2,9,0,0,2.93,8421
823,Delhi,Entire home/apt,5,2,9,0,0,18.73,2832
824,Delhi,Entire home/apt,1,2,6,0,0,8.84,18719
825,Goa,Entire home/apt,2,2,3,1,1,5.85,1303
826,Bengaluru,Private room,2,2,6,1,1,6.6,16690
827,Mumbai,Private room,1,3,9,1,1,19.25,8138
828,Delhi,Private room,3,1,5,0,0,6.0,19455
829,Mumbai,Entire home/apt,2,1,5,0,1,3.08,16197
830,Mumbai,Private room,2,2,4,0,1,17.19,19067
831,Delhi,Shared room,2,2,8,0,0,16.69,9924
832,Mumbai,Private room,1,4,6,0,1,4.51,10429
833,Goa,Shared room,1,4,6,1,0,7.92,7203
834,Bengaluru,Shared room,4,2,9,0,0,9.44,5913
835,Delhi,Shared room,3,1,10,0,0,9.44,1834
836,Mumbai,Entire home/apt,2,3,3,0,0,18.28,9688
837,Goa,Shared room,2,4,8,0,0,10.94,3163
838,Goa,Shared room,3,3,9,1,1,4.53,15866
839,Bengaluru,Shared room,3,3,10,0,1,19.39,14475
840,Bengaluru,Private room,4,1,4,0,1,9.71,11056
841,Goa,Shared room,2,2,9,0,0,15.77,10636
842,Mumbai,Private room,2,4,1,0,1,11.75,12702
843,Bengaluru,Private room,4,1,2,0,0,2.06,14154
844,Mumbai,Shared room,5,3,7,1,0,1.35,7944
845,Bengaluru,Entire home/apt,3,3,9,0,0,13.6,7928
846,Mumbai,Entire home/apt,4,2,10,0,0,6.58,8121
847,Goa,Private room,5,2,9,0,1,13.82,15209
848,Mumbai,Shared room,1,4,10,0,1,11.2,11386
849,Bengaluru,Entire home/apt,5,1,1,1,1,9.01,4828
850,Delhi,Private room,2,2,3,1,1,15.27,14322
851,Mumbai,Private room,3,2,7,1,0,18.52,5921
852,Bengaluru,Entire home/apt,4,2,10,1,0,18.54,3572
853,Bengaluru,Entire home/apt,5,3,4,0,0,5.3,3575
854,Mumbai,Shared room,3,3,10,1,0,17.77,11469
855,Delhi,Entire home/apt,2,1,6,0,0,1.66,8252
856,Bengaluru,Shared room,4,4,10,1,1,3.54,8149
857,Mumbai,Shared room,4,1,7,1,0,6.8,11086
858,Mumbai,Entire home/apt,5,3,8,0,0,5.89,13750
859,Goa,Entire home/apt,4,1,9,1,0,11.13,7903
860,Mumbai,Entire home/apt,1,2,7,0,1,19.43,5507
861,Mumbai,Shared room,5,4,4,0,1,9.89,15523
862,Mumbai,Private room,4,4,9,1,1,15.13,3437
863,Bengaluru,Shared room,5,3,8,1,0,9.33,5111
864,Bengaluru,Shared room,3,3,5,0,0,3.13,11005
865,Bengaluru,Entire home/apt,5,2,4,1,0,9.7,5310
866,Mumbai,Entire home/apt,2,2,3,0,1,5.21,14276
867,Mumbai,Private room,5,4,7,0,1,5.83,11604
868,Mumbai,Shared room,3,2,9,1,1,17.39,15329
869,Mumbai,Shared room,1,4,2,0,1,16.79,5759
870,Mumbai,Entire home/apt,1,2,3,1,1,2.8,10636
871,Goa,Entire home/apt,3,1,5,0,1,18.48,1842
872,Mumbai,Shared room,2,1,7,1,1,18.76,11387
873,Goa,Private room,3,1,8,0,1,7.87,7178
874,Goa,Private room,4,2,10,1,0,13.49,9188
875,Bengaluru,Shared room,5,2,8,1,0,16.38,7586
876,Delhi,Shared room,3,3,10,0,1,9.35,3513
877,Delhi,Private room,5,1,6,0,1,15.16,13565
878,Delhi,Shared room,3,2,1,0,1,0.54,12782
879,Mumbai,Private room,5,2,7,0,0,2.03,9633
880,Goa,Shared room,1,3,4,0,0,1.91,14959
881,Bengaluru,Shared room,1,2,7,1,0,18.66,18441
882,Mumbai,Private room,5,3,10,1,0,14.66,8251
883,Bengaluru,Shared room,1,1,4,0,1,7.15,18166
884,Delhi,Private room,5,4,8,0,0,3.7,9356
885,Goa,Shared room,1,2,9,0,0,2.19,12179
886,Delhi,Shared room,5,1,3,1,1,14.59,9773
887,Delhi,Shared room,4,3,7,1,1,8.58,3988
888,Mumbai,Shared room,1,1,7,1,0,8.71,11462
889,Bengaluru,Shared room,1,2,7,1,1,15.14,19772
890,Delhi,Entire home/apt,1,3,6,1,0,11.01,14199
891,Goa,Private room,4,1,4,0,1,1.27,5885
892,Bengaluru,Private room,2,1,9,0,1,7.15,1936
893,Mumbai,Entire home/apt,3,4,9,1,0,16.39,1707
894,Goa,Private room,3,2,10,0,1,4.26,5448
895,Bengaluru,Shared room,1,2,5,1,0,4.57,18460
896,Delhi,Private room,4,2,7,0,1,2.52,8740
897,Mumbai,Entire home/apt,4,3,1,0,0,16.36,10290
898,Delhi,Private room,2,1,2,1,0,17.39,16250
899,Goa,Private room,1,3,6,0,0,4.34,19490
900,Mumbai,Private room,1,4,6,1,1,5.87,4312
901,Mumbai,Private room,4,3,9,1,0,10.63,2573
902,Delhi,Private room,2,2,3,0,1,7.55,8622
903,Goa,Shared room,3,3,8,1,0,7.16,17519
904,Mumbai,Shared room,3,1,5,1,0,10.21,19350
905,Goa,Shared room,3,1,8,0,0,0.57,5730
906,Delhi,Private room,1,2,9,1,1,18.04,5186
907,Delhi,Entire home/apt,3,3,3,1,1,17.62,17925
908,Bengaluru,Shared room,1,2,5,1,0,17.62,18631
909,Goa,Shared room,4,3,1,1,1,2.57,6671
910,Goa,Entire home/apt,3,1,7,1,0,9.0,9221
911,Goa,Private room,4,4,10,1,0,15.04,9027
912,Bengaluru,Shared room,1,2,9,0,0,15.86,6458
913,Goa,Shared room,5,4,8,0,0,3.31,2126
914,Delhi,Private room,4,2,4,1,0,15.23,13744
915,Goa,Private room,2,3,8,1,1,16.23,19529
916,Delhi,Shared room,4,1,3,0,1,8.15,5271
917,Bengaluru,Shared room,5,3,5,1,1,13.81,9403
918,Delhi,Private room,1,2,5,1,0,6.52,18127
919,Bengaluru,Shared room,3,1,7,1,0,13.2,7001
920,Goa,Shared room,1,3,10,1,0,11.78,16830
921,Bengaluru,Private room,4,4,9,0,1,4.12,6099
922,Mumbai,Private room,2,3,7,1,0,0.78,18893
923,Goa,Entire home/apt,4,4,10,0,1,7.23,19887
924,Goa,Private room,1,3,7,1,0,9.81,3374
925,Goa,Shared room,3,3,9,0,1,1.1,15554
926,Goa,Shared room,4,3,6,0,1,13.08,19040
927,Delhi,Entire home/apt,4,4,6,1,0,18.14,19283
